Time,CAN,Dir,Bit,ID(hex),DLC,D0,D1,D2,D3,D4,D5,D6,D7,,,,,,,,,,,,,,,,,,,
03:52.7,0,RX,29,19F20038,8,0,E7,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,DFE11A3,8,60,0E,C0,C0,43,AE,78,0,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,DFE11A3,8,61,FF,FF,FF,FF,EC,19,2F,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,DFE11A3,2,62,0,,,,,,,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,9F801A3,8,40,8D,6C,20,AC,5C,34,0B,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,9FD0205,8,1E,10,5,9E,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,9F11200,8,FF,21,A7,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,19F20138,8,90,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,19F20138,8,91,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,19F20138,8,92,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,19F20138,7,93,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,19F21438,8,0,50,5,FF,7F,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:52.8,0,RX,29,19F20038,8,0,E9,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:52.9,0,RX,29,9FD0205,8,1F,10,5,9E,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:52.9,0,RX,29,9F11200,8,FF,5D,A7,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:52.9,0,RX,29,19F20038,8,0,E1,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.0,0,RX,29,9F802A3,8,FF,FC,43,AE,78,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.0,0,RX,29,9FD0205,8,20,10,5,FB,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.0,0,RX,29,9F11200,8,FF,92,A7,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.0,0,RX,29,19F20038,8,0,E8,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.1,0,RX,29,9FD0205,8,21,10,5,9E,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.1,0,RX,29,9F11200,8,FF,A9,A7,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.1,0,RX,29,19F20038,8,0,EF,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,9FD0205,8,22,DC,4,B5,F2,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,DF50B23,8,AD,11,5,0,0,0,0,FF,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,9F50323,8,B0,9F,0,FF,FF,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,19F51323,8,C0,0E,FF,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,19F51323,8,C1,5,EB,B8,1,5,EB,B8,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,19F51323,2,C2,1,,,,,,,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,9F11200,8,FF,D9,A7,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.2,0,RX,29,19F20038,8,0,F5,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,DF809A3,8,4A,42,48,D1,23,13,78,0,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,9FD0205,8,23,10,5,5E,F2,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,19F20138,8,A0,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,19F20138,8,A1,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,19F20138,8,A2,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,19F20138,7,A3,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,9F11200,8,FF,F1,A7,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.3,0,RX,29,19F20038,8,0,F1,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.4,0,RX,29,DF010A3,8,FF,FF,4A,42,48,D1,23,13,,,,,,,,,,,,,,,,,,,
03:53.4,0,RX,29,9FD0205,8,24,DC,4,47,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.4,0,RX,29,19F20038,8,0,EE,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.4,0,RX,29,9F11200,8,FF,32,A8,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.5,0,RX,29,9F503A3,8,FF,FF,FF,78,0,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.5,0,RX,29,9FD0205,8,25,DC,4,F5,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.5,0,RX,29,19F20038,8,0,E9,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.5,0,RX,29,9F11200,8,FF,75,A8,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.6,0,RX,29,DF90BA3,8,FF,FC,81,25,28,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.6,0,RX,29,9FD0205,8,26,DC,4,4D,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.6,0,RX,29,19F20038,8,0,E5,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.7,0,RX,29,9F11200,8,FF,A1,A8,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.7,0,RX,29,9FD0205,8,27,DC,4,EA,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.7,0,RX,29,19F20038,8,0,E2,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,9F11200,8,FF,F8,A8,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,DFE11A3,8,80,0E,C0,C1,E0,AB,7C,0,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,DFE11A3,8,81,FF,FF,FF,FF,81,25,28,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,DFE11A3,2,82,0,,,,,,,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,9F801A3,8,8,8D,6C,20,E7,5B,34,0B,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,9FD0205,8,28,DC,4,9E,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,19F20138,8,B0,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,19F20138,8,B1,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,19F20138,8,B2,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,19F20138,7,B3,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:53.8,0,RX,29,19F20038,8,0,DC,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.9,0,RX,29,9F11200,8,FF,65,A9,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:53.9,0,RX,29,9FD0205,8,29,DC,4,4D,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:53.9,0,RX,29,19F20038,8,0,D9,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.0,0,RX,29,9F802A3,8,FF,FC,E0,AB,7C,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.0,0,RX,29,9FD0205,8,2A,DC,4,98,ED,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.0,0,RX,29,9F11200,8,FF,9F,A9,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.0,0,RX,29,19F20038,8,0,D6,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.1,0,RX,29,9FD0205,8,2B,10,5,AA,F0,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.1,0,RX,29,9F11200,8,FF,15,AA,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.1,0,RX,29,19F20038,8,0,D4,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,9FD0205,8,2C,10,5,A4,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,DF50B23,8,AE,24,5,0,0,0,0,FF,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,9F50323,8,B1,AA,0,FF,FF,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,19F51323,8,E0,0E,FF,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,19F51323,8,E1,7,EB,B8,1,7,EB,B8,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,19F51323,2,E2,1,,,,,,,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,9F11200,8,FF,53,AA,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.2,0,RX,29,19F20038,8,0,D1,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,DF809A3,8,4A,42,94,F8,23,13,78,0,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,9FD0205,8,2D,10,5,4D,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,19F21438,8,0,50,5,FF,7F,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,19F20138,8,C0,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,19F20138,8,C1,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,19F20138,8,C2,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,19F20138,7,C3,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,19F20038,8,0,D4,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,9F11200,8,FF,DF,AA,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.3,0,RX,29,19FD082E,8,43,0,1,83,73,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.4,0,RX,29,DF010A3,8,FF,FF,4A,42,94,F8,23,13,,,,,,,,,,,,,,,,,,,
03:54.4,0,RX,29,9FD0205,8,2E,45,5,4D,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.4,0,RX,29,9F11200,8,FF,39,AB,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.4,0,RX,29,19F20038,8,0,D7,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.4,0,RX,29,19FD0A2D,8,DE,0,0,38,6D,0F,0,FF,,,,,,,,,,,,,,,,,,,
03:54.5,0,RX,29,9F503A3,8,FF,FF,FF,7C,0,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.5,0,RX,29,9FD0205,8,2F,45,5,4D,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.5,0,RX,29,19F20038,8,0,DC,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.5,0,RX,29,9F11200,8,FF,6B,AB,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.6,0,RX,29,DF90BA3,8,FF,FC,A9,36,23,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.6,0,RX,29,19F814A3,8,80,14,57,38,34,0,0,0,,,,,,,,,,,,,,,,,,,
03:54.6,0,RX,29,19F814A3,8,81,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
03:54.6,0,RX,29,19F814A3,8,82,0,0,0,57,38,34,0,,,,,,,,,,,,,,,,,,,
03:54.6,0,RX,29,9FD0205,8,30,45,5,FB,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.6,0,RX,29,19F20038,8,0,DF,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.6,0,RX,29,9F11200,8,FF,C9,AB,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.7,0,RX,29,9FD0205,8,31,79,5,A4,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.7,0,RX,29,19F20038,8,0,DF,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,9F11200,8,FF,ED,AB,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,DFE11A3,8,A0,0E,C0,C2,66,A8,82,0,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,DFE11A3,8,A1,FF,FF,FF,FF,A9,36,23,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,DFE11A3,2,A2,0,,,,,,,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,9F801A3,8,C1,8C,6C,20,27,5B,34,0B,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,9FD0205,8,32,79,5,A4,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,19F20138,8,D0,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,19F20138,8,D1,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,19F20138,8,D2,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,19F20138,7,D3,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:54.8,0,RX,29,19F20038,8,0,DE,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.9,0,RX,29,9F11200,8,FF,33,AC,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:54.9,0,RX,29,9FD0205,8,33,AD,5,52,F0,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:54.9,0,RX,29,19F20038,8,0,E6,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.0,0,RX,29,9F11200,8,FF,62,AC,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.0,0,RX,29,9F802A3,8,FF,FC,66,A8,82,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.0,0,RX,29,9FD0205,8,34,79,5,4D,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.0,0,RX,29,19F20038,8,0,EB,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.1,0,RX,29,1CFF1FA3,8,3B,9F,FF,69,3,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.1,0,RX,29,9F11200,8,FF,79,AC,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.1,0,RX,29,9FD0205,8,35,79,5,47,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.1,0,RX,29,19F20038,8,0,EB,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,9F11200,8,FF,A8,AC,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,9FD0205,8,36,79,5,4D,EF,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,DF50B23,8,AF,1C,5,0,0,0,0,FF,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,9F50323,8,B2,A7,0,FF,FF,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,19F51323,8,0,0E,FF,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,19F51323,8,1,9,EB,B8,1,9,EB,B8,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,19F51323,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
03:55.2,0,RX,29,19F20038,8,0,EB,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,DF809A3,8,4A,42,AE,1F,24,13,78,0,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,9FD0205,8,37,79,5,AA,F0,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,19F20138,8,E0,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,19F20138,8,E1,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,19F20138,8,E2,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,19F20138,7,E3,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,19F20038,8,0,E8,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.3,0,RX,29,9F11200,8,FF,DC,AC,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.4,0,RX,29,DF010A3,8,FF,FF,4A,42,AE,1F,24,13,,,,,,,,,,,,,,,,,,,
03:55.4,0,RX,29,9FD0205,8,38,45,5,F5,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.4,0,RX,29,9F11200,8,FF,EF,AC,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.4,0,RX,29,19F20038,8,0,E4,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.5,0,RX,29,9F503A3,8,FF,FF,FF,82,0,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.5,0,RX,29,9FD0205,8,39,79,5,98,ED,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.5,0,RX,29,19F20038,8,0,E3,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.5,0,RX,29,9F11200,8,FF,26,AD,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.6,0,RX,29,DF90BA3,8,FF,FC,56,4A,31,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.6,0,RX,29,1CFF52A3,8,3B,9F,20,1C,0,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.6,0,RX,29,9FD0205,8,3A,45,5,9E,EE,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.6,0,RX,29,19F20038,8,0,E8,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.6,0,RX,29,9F11200,8,FF,3F,AD,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.7,0,RX,29,9FD0205,8,3B,10,5,EF,ED,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.7,0,RX,29,19F20038,8,0,E8,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.7,0,RX,29,9F11200,8,FF,7B,AD,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,DFE11A3,8,C0,0E,C0,C3,20,A8,8A,0,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,DFE11A3,8,C1,FF,FF,FF,FF,56,4A,31,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,DFE11A3,2,C2,0,,,,,,,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,9F801A3,8,7F,8C,6C,20,43,5A,34,0B,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,9FD0205,8,3C,10,5,3B,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,19F21438,8,0,50,5,FF,7F,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,19F20138,8,F0,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,19F20138,8,F1,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,19F20138,8,F2,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,19F20138,7,F3,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,19F20038,8,0,EA,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.8,0,RX,29,9F11200,8,FF,B2,AD,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:55.9,0,RX,29,9FD0205,8,3D,DC,4,EA,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:55.9,0,RX,29,19F20038,8,0,EB,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.0,0,RX,29,9F11200,8,FF,D4,AD,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.0,0,RX,29,9F802A3,8,FF,FC,20,A8,8A,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.0,0,RX,29,9FD0205,8,3E,10,5,98,ED,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.0,0,RX,29,19F20038,8,0,EC,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.1,0,RX,29,9F11200,8,FF,0A,AE,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.1,0,RX,29,9FD0205,8,3F,10,5,92,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.1,0,RX,29,19F20038,8,0,EF,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,9F11200,8,FF,2D,AE,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,DF50B23,8,B0,24,5,0,0,0,0,FF,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,9FD0205,8,40,10,5,92,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,9F50323,8,B3,AB,0,FF,FF,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,19F51323,8,20,0E,FF,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,19F51323,8,21,0C,EB,B8,1,0C,EB,B8,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,19F51323,2,22,1,,,,,,,,,,,,,,,,,,,,,,,,,
03:56.2,0,RX,29,19F20038,8,0,EE,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,9F11200,8,FF,6A,AE,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,DF809A3,8,4A,42,B4,46,24,13,78,0,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,19F20138,8,0,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,19F20138,8,1,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,19F20138,8,2,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,19F20138,7,3,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,9FD0205,8,41,DC,4,92,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.3,0,RX,29,19F20038,8,0,E9,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.4,0,RX,29,DF010A3,8,FF,FF,4A,42,B4,46,24,13,,,,,,,,,,,,,,,,,,,
03:56.4,0,RX,29,9FD0205,8,42,10,5,3B,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.4,0,RX,29,9F11200,8,FF,A4,AE,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.4,0,RX,29,19F20038,8,0,E2,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.5,0,RX,29,9F503A3,8,FF,FF,FF,8A,0,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.5,0,RX,29,9FD0205,8,43,10,5,3B,EC,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.5,0,RX,29,19F20038,8,0,DD,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.5,0,RX,29,9F11200,8,FF,BE,AE,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.6,0,RX,29,DF90BA3,8,FF,FC,E1,55,2E,0,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.6,0,RX,29,19FD082E,8,44,0,1,83,73,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.6,0,RX,29,9FD0205,8,44,10,5,E4,EB,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.6,0,RX,29,19F20038,8,0,D9,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.6,0,RX,29,9F11200,8,FF,EA,AE,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.6,0,RX,29,19FD0A2D,8,DF,0,0,7E,6D,0F,0,FF,,,,,,,,,,,,,,,,,,,
03:56.7,0,RX,29,9FD0205,8,45,45,5,DE,EA,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.7,0,RX,29,19F20038,8,0,DA,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.7,0,RX,29,9F11200,8,FF,FB,AE,FF,7F,FF,7F,FD,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,DFE11A3,8,E0,0E,C0,C4,9,AA,8D,0,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,DFE11A3,8,E1,FF,FF,FF,FF,E1,55,2E,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,DFE11A3,2,E2,0,,,,,,,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,9F801A3,8,4F,8C,6C,20,5C,59,34,0B,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,19F20138,8,10,1A,0,FF,FF,FF,FF,DB,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,19F20138,8,11,8D,FF,7F,FF,7F,88,0A,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,19F20138,8,12,4F,0,FF,FF,FF,FF,7F,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,19F20138,7,13,0,0,0,0,7F,7F,,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,9FD0205,8,46,45,5,30,EA,FA,FF,FF,,,,,,,,,,,,,,,,,,,
03:56.8,0,RX,29,19F20038,8,0,D6,1C,FF,FF,FF,FF,FF,,,,,,,,,,,,,,,,,,,
